ablation,setting_tasks,setting_processors,seed,split,HEFT,CPOP,RKHS_BO,template_features,theta,llm_response
full_rkhs,20,4,40,test,90.0,111.0,88.0,"rank_u,depth,comm_weight","{'rank_u': 1.1960227644690526, 'depth': -2.5837831521406107, 'comm_weight': 0.18624689440829545}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the task's upward rank, its depth in the DAG, and the communication weight, which can help prioritize tasks that are more critical in terms of execution order and resource utilization."
full_rkhs,20,4,41,test,90.0,104.0,90.0,"rank_u,depth,comm_weight","{'rank_u': 1.1960227644690526, 'depth': -2.5837831521406107, 'comm_weight': 0.18624689440829545}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the task's upward rank, its depth in the DAG, and the communication weight, which can help prioritize tasks that are more critical in terms of execution order and resource utilization."
full_rkhs,20,4,42,test,103.0,103.0,109.0,"rank_u,depth,comm_weight","{'rank_u': 1.1960227644690526, 'depth': -2.5837831521406107, 'comm_weight': 0.18624689440829545}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the task's upward rank, its depth in the DAG, and the communication weight, which can help prioritize tasks that are more critical in terms of execution order and resource utilization."
full_rkhs,20,4,43,test,79.0,106.0,79.0,"rank_u,depth,comm_weight","{'rank_u': 1.1960227644690526, 'depth': -2.5837831521406107, 'comm_weight': 0.18624689440829545}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the task's upward rank, its depth in the DAG, and the communication weight, which can help prioritize tasks that are more critical in terms of execution order and resource utilization."
full_rkhs,20,4,44,test,142.0,157.0,142.0,"rank_u,depth,comm_weight","{'rank_u': 1.1960227644690526, 'depth': -2.5837831521406107, 'comm_weight': 0.18624689440829545}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the task's upward rank, its depth in the DAG, and the communication weight, which can help prioritize tasks that are more critical in terms of execution order and resource utilization."
full_rkhs,20,4,45,test,102.0,102.0,102.0,"rank_u,depth,comm_weight","{'rank_u': 1.1960227644690526, 'depth': -2.5837831521406107, 'comm_weight': 0.18624689440829545}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the task's upward rank, its depth in the DAG, and the communication weight, which can help prioritize tasks that are more critical in terms of execution order and resource utilization."
full_rkhs,20,4,46,test,98.0,106.0,98.0,"rank_u,depth,comm_weight","{'rank_u': 1.1960227644690526, 'depth': -2.5837831521406107, 'comm_weight': 0.18624689440829545}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the task's upward rank, its depth in the DAG, and the communication weight, which can help prioritize tasks that are more critical in terms of execution order and resource utilization."
full_rkhs,20,4,47,test,91.0,91.0,91.0,"rank_u,depth,comm_weight","{'rank_u': 1.1960227644690526, 'depth': -2.5837831521406107, 'comm_weight': 0.18624689440829545}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the task's upward rank, its depth in the DAG, and the communication weight, which can help prioritize tasks that are more critical in terms of execution order and resource utilization."
full_rkhs,20,4,48,test,100.0,109.0,100.0,"rank_u,depth,comm_weight","{'rank_u': 1.1960227644690526, 'depth': -2.5837831521406107, 'comm_weight': 0.18624689440829545}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the task's upward rank, its depth in the DAG, and the communication weight, which can help prioritize tasks that are more critical in terms of execution order and resource utilization."
full_rkhs,20,4,49,test,94.0,113.0,94.0,"rank_u,depth,comm_weight","{'rank_u': 1.1960227644690526, 'depth': -2.5837831521406107, 'comm_weight': 0.18624689440829545}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]  This formula combines the task's upward rank, its depth in the DAG, and the communication weight, which can help prioritize tasks that are more critical in terms of execution order and resource utilization."
full_rkhs,20,8,40,test,77.0,77.0,77.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 2.732774355877066, 'depth': 0.43084173945478976, 'comm_weight': 0.07138340227426607, 'in_degree': -0.02754717571325982}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances task priority based on upward rank, task depth, communication weight, and incoming dependencies, making it suitable for heterogeneous DAG scheduling."
full_rkhs,20,8,41,test,66.0,63.0,66.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 2.732774355877066, 'depth': 0.43084173945478976, 'comm_weight': 0.07138340227426607, 'in_degree': -0.02754717571325982}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances task priority based on upward rank, task depth, communication weight, and incoming dependencies, making it suitable for heterogeneous DAG scheduling."
full_rkhs,20,8,42,test,68.0,70.0,68.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 2.732774355877066, 'depth': 0.43084173945478976, 'comm_weight': 0.07138340227426607, 'in_degree': -0.02754717571325982}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances task priority based on upward rank, task depth, communication weight, and incoming dependencies, making it suitable for heterogeneous DAG scheduling."
full_rkhs,20,8,43,test,59.0,69.0,59.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 2.732774355877066, 'depth': 0.43084173945478976, 'comm_weight': 0.07138340227426607, 'in_degree': -0.02754717571325982}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances task priority based on upward rank, task depth, communication weight, and incoming dependencies, making it suitable for heterogeneous DAG scheduling."
full_rkhs,20,8,44,test,95.0,95.0,95.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 2.732774355877066, 'depth': 0.43084173945478976, 'comm_weight': 0.07138340227426607, 'in_degree': -0.02754717571325982}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances task priority based on upward rank, task depth, communication weight, and incoming dependencies, making it suitable for heterogeneous DAG scheduling."
full_rkhs,20,8,45,test,80.0,80.0,80.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 2.732774355877066, 'depth': 0.43084173945478976, 'comm_weight': 0.07138340227426607, 'in_degree': -0.02754717571325982}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances task priority based on upward rank, task depth, communication weight, and incoming dependencies, making it suitable for heterogeneous DAG scheduling."
full_rkhs,20,8,46,test,92.0,92.0,92.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 2.732774355877066, 'depth': 0.43084173945478976, 'comm_weight': 0.07138340227426607, 'in_degree': -0.02754717571325982}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances task priority based on upward rank, task depth, communication weight, and incoming dependencies, making it suitable for heterogeneous DAG scheduling."
full_rkhs,20,8,47,test,80.0,80.0,80.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 2.732774355877066, 'depth': 0.43084173945478976, 'comm_weight': 0.07138340227426607, 'in_degree': -0.02754717571325982}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances task priority based on upward rank, task depth, communication weight, and incoming dependencies, making it suitable for heterogeneous DAG scheduling."
full_rkhs,20,8,48,test,73.0,79.0,73.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 2.732774355877066, 'depth': 0.43084173945478976, 'comm_weight': 0.07138340227426607, 'in_degree': -0.02754717571325982}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances task priority based on upward rank, task depth, communication weight, and incoming dependencies, making it suitable for heterogeneous DAG scheduling."
full_rkhs,20,8,49,test,104.0,104.0,104.0,"rank_u,depth,comm_weight,in_degree","{'rank_u': 2.732774355877066, 'depth': 0.43084173945478976, 'comm_weight': 0.07138340227426607, 'in_degree': -0.02754717571325982}","Here’s a compact formula for the priority heuristic using 4 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight} + 0.4 \times \text{in_degree}  \]   This formula balances task priority based on upward rank, task depth, communication weight, and incoming dependencies, making it suitable for heterogeneous DAG scheduling."
full_rkhs,50,2,40,test,399.0,528.0,397.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.9843669641395705, 'depth': -1.5231394071693178, 'in_degree': 0.15779165794961258, 'fork': 2.9953742373502203, 'comm_weight': -0.09047839430802257}","Here’s a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and the structural characteristics of tasks (in-degree and fork), while also considering communication weight to balance the scheduling efficiency."
full_rkhs,50,2,41,test,406.0,480.0,407.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.9843669641395705, 'depth': -1.5231394071693178, 'in_degree': 0.15779165794961258, 'fork': 2.9953742373502203, 'comm_weight': -0.09047839430802257}","Here’s a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and the structural characteristics of tasks (in-degree and fork), while also considering communication weight to balance the scheduling efficiency."
full_rkhs,50,2,42,test,402.0,500.0,416.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.9843669641395705, 'depth': -1.5231394071693178, 'in_degree': 0.15779165794961258, 'fork': 2.9953742373502203, 'comm_weight': -0.09047839430802257}","Here’s a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and the structural characteristics of tasks (in-degree and fork), while also considering communication weight to balance the scheduling efficiency."
full_rkhs,50,2,43,test,432.0,476.0,426.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.9843669641395705, 'depth': -1.5231394071693178, 'in_degree': 0.15779165794961258, 'fork': 2.9953742373502203, 'comm_weight': -0.09047839430802257}","Here’s a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and the structural characteristics of tasks (in-degree and fork), while also considering communication weight to balance the scheduling efficiency."
full_rkhs,50,2,44,test,384.0,472.0,380.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.9843669641395705, 'depth': -1.5231394071693178, 'in_degree': 0.15779165794961258, 'fork': 2.9953742373502203, 'comm_weight': -0.09047839430802257}","Here’s a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and the structural characteristics of tasks (in-degree and fork), while also considering communication weight to balance the scheduling efficiency."
full_rkhs,50,2,45,test,393.0,481.0,393.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.9843669641395705, 'depth': -1.5231394071693178, 'in_degree': 0.15779165794961258, 'fork': 2.9953742373502203, 'comm_weight': -0.09047839430802257}","Here’s a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and the structural characteristics of tasks (in-degree and fork), while also considering communication weight to balance the scheduling efficiency."
full_rkhs,50,2,46,test,405.0,529.0,389.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.9843669641395705, 'depth': -1.5231394071693178, 'in_degree': 0.15779165794961258, 'fork': 2.9953742373502203, 'comm_weight': -0.09047839430802257}","Here’s a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and the structural characteristics of tasks (in-degree and fork), while also considering communication weight to balance the scheduling efficiency."
full_rkhs,50,2,47,test,424.0,525.0,404.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.9843669641395705, 'depth': -1.5231394071693178, 'in_degree': 0.15779165794961258, 'fork': 2.9953742373502203, 'comm_weight': -0.09047839430802257}","Here’s a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and the structural characteristics of tasks (in-degree and fork), while also considering communication weight to balance the scheduling efficiency."
full_rkhs,50,2,48,test,368.0,424.0,368.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.9843669641395705, 'depth': -1.5231394071693178, 'in_degree': 0.15779165794961258, 'fork': 2.9953742373502203, 'comm_weight': -0.09047839430802257}","Here’s a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and the structural characteristics of tasks (in-degree and fork), while also considering communication weight to balance the scheduling efficiency."
full_rkhs,50,2,49,test,398.0,468.0,416.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 0.9843669641395705, 'depth': -1.5231394071693178, 'in_degree': 0.15779165794961258, 'fork': 2.9953742373502203, 'comm_weight': -0.09047839430802257}","Here’s a compact formula for the interpretable priority heuristic using 5 features:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{in_degree} + 0.4 \times \text{fork} + 0.1 \times \text{comm_weight}  \]   This formula emphasizes the importance of task rank, depth in the DAG, and the structural characteristics of tasks (in-degree and fork), while also considering communication weight to balance the scheduling efficiency."
full_rkhs,50,4,40,test,199.0,228.0,234.0,depth,{'depth': -1.4141326340746894},"Here is a compact formula for your interpretable priority heuristic:  \[ \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{comm\_weight} \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling scenario."
full_rkhs,50,4,41,test,233.0,298.0,256.0,depth,{'depth': -1.4141326340746894},"Here is a compact formula for your interpretable priority heuristic:  \[ \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{comm\_weight} \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling scenario."
full_rkhs,50,4,42,test,227.0,265.0,253.0,depth,{'depth': -1.4141326340746894},"Here is a compact formula for your interpretable priority heuristic:  \[ \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{comm\_weight} \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling scenario."
full_rkhs,50,4,43,test,287.0,310.0,303.0,depth,{'depth': -1.4141326340746894},"Here is a compact formula for your interpretable priority heuristic:  \[ \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{comm\_weight} \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling scenario."
full_rkhs,50,4,44,test,201.0,274.0,214.0,depth,{'depth': -1.4141326340746894},"Here is a compact formula for your interpretable priority heuristic:  \[ \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{comm\_weight} \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling scenario."
full_rkhs,50,4,45,test,266.0,299.0,287.0,depth,{'depth': -1.4141326340746894},"Here is a compact formula for your interpretable priority heuristic:  \[ \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{comm\_weight} \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling scenario."
full_rkhs,50,4,46,test,220.0,292.0,229.0,depth,{'depth': -1.4141326340746894},"Here is a compact formula for your interpretable priority heuristic:  \[ \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{comm\_weight} \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling scenario."
full_rkhs,50,4,47,test,254.0,272.0,273.0,depth,{'depth': -1.4141326340746894},"Here is a compact formula for your interpretable priority heuristic:  \[ \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{comm\_weight} \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling scenario."
full_rkhs,50,4,48,test,199.0,242.0,207.0,depth,{'depth': -1.4141326340746894},"Here is a compact formula for your interpretable priority heuristic:  \[ \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{comm\_weight} \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling scenario."
full_rkhs,50,4,49,test,235.0,272.0,262.0,depth,{'depth': -1.4141326340746894},"Here is a compact formula for your interpretable priority heuristic:  \[ \text{score} = 0.5 \times \text{rank}_u + 0.3 \times \text{depth} + 0.2 \times \text{comm\_weight} \]  This formula combines the upward rank, depth of the task, and communication weight to prioritize tasks effectively in a heterogeneous DAG scheduling scenario."
full_rkhs,50,8,40,test,150.0,151.0,150.0,"rank_u,depth,comm_weight","{'rank_u': 1.911616196244925, 'depth': -1.3215318126378963, 'comm_weight': 0.2808572300795534}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of the task's position in the DAG (using `rank_u` and `depth`), while also considering the communication weight, which can impact scheduling efficiency in a heterogeneous environment."
full_rkhs,50,8,41,test,199.0,213.0,199.0,"rank_u,depth,comm_weight","{'rank_u': 1.911616196244925, 'depth': -1.3215318126378963, 'comm_weight': 0.2808572300795534}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of the task's position in the DAG (using `rank_u` and `depth`), while also considering the communication weight, which can impact scheduling efficiency in a heterogeneous environment."
full_rkhs,50,8,42,test,160.0,172.0,160.0,"rank_u,depth,comm_weight","{'rank_u': 1.911616196244925, 'depth': -1.3215318126378963, 'comm_weight': 0.2808572300795534}","Here is a compact formula for the interpretable priority heuristic:  \[  \text{score} = 0.5 \times \text{rank_u} + 0.3 \times \text{depth} + 0.2 \times \text{comm_weight}  \]   This formula emphasizes the importance of the task's position in the DAG (using `rank_u` and `depth`), while also considering the communication weight, which can impact scheduling efficiency in a heterogeneous environment."
