ablation,graph_family,graph_params,setting_tasks,setting_processors,seed,split,HEFT,CPOP,RKHS_BO,template_features,theta,llm_response
full_rkhs,random,{'edge_prob': 0.2},20,4,45,test,102.0,102.0,102.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.616866504931977, 'rank_d': -0.1741377462377961, 'depth': 2.003219884331806, 'in_degree': -2.484759463882749, 'fork': -2.873177996090159}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,4,46,test,98.0,106.0,98.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.616866504931977, 'rank_d': -0.1741377462377961, 'depth': 2.003219884331806, 'in_degree': -2.484759463882749, 'fork': -2.873177996090159}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,4,47,test,91.0,91.0,91.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.616866504931977, 'rank_d': -0.1741377462377961, 'depth': 2.003219884331806, 'in_degree': -2.484759463882749, 'fork': -2.873177996090159}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,4,48,test,100.0,109.0,100.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.616866504931977, 'rank_d': -0.1741377462377961, 'depth': 2.003219884331806, 'in_degree': -2.484759463882749, 'fork': -2.873177996090159}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,4,49,test,94.0,113.0,94.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.616866504931977, 'rank_d': -0.1741377462377961, 'depth': 2.003219884331806, 'in_degree': -2.484759463882749, 'fork': -2.873177996090159}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,8,40,test,77.0,77.0,77.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.272832841629222, 'rank_d': 0.24904970593656628, 'depth': -1.5536780908102605, 'in_degree': -0.17166238115324328, 'fork': -1.441618558113622}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,8,41,test,66.0,63.0,63.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.272832841629222, 'rank_d': 0.24904970593656628, 'depth': -1.5536780908102605, 'in_degree': -0.17166238115324328, 'fork': -1.441618558113622}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,8,42,test,68.0,70.0,68.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.272832841629222, 'rank_d': 0.24904970593656628, 'depth': -1.5536780908102605, 'in_degree': -0.17166238115324328, 'fork': -1.441618558113622}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,8,43,test,59.0,69.0,59.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.272832841629222, 'rank_d': 0.24904970593656628, 'depth': -1.5536780908102605, 'in_degree': -0.17166238115324328, 'fork': -1.441618558113622}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,8,44,test,95.0,95.0,95.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.272832841629222, 'rank_d': 0.24904970593656628, 'depth': -1.5536780908102605, 'in_degree': -0.17166238115324328, 'fork': -1.441618558113622}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,8,45,test,80.0,80.0,80.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.272832841629222, 'rank_d': 0.24904970593656628, 'depth': -1.5536780908102605, 'in_degree': -0.17166238115324328, 'fork': -1.441618558113622}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,8,46,test,92.0,92.0,92.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.272832841629222, 'rank_d': 0.24904970593656628, 'depth': -1.5536780908102605, 'in_degree': -0.17166238115324328, 'fork': -1.441618558113622}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,8,47,test,80.0,80.0,80.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.272832841629222, 'rank_d': 0.24904970593656628, 'depth': -1.5536780908102605, 'in_degree': -0.17166238115324328, 'fork': -1.441618558113622}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,8,48,test,73.0,79.0,73.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.272832841629222, 'rank_d': 0.24904970593656628, 'depth': -1.5536780908102605, 'in_degree': -0.17166238115324328, 'fork': -1.441618558113622}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},20,8,49,test,104.0,104.0,104.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.272832841629222, 'rank_d': 0.24904970593656628, 'depth': -1.5536780908102605, 'in_degree': -0.17166238115324328, 'fork': -1.441618558113622}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,2,40,test,399.0,528.0,390.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.1998393684324613, 'rank_d': -1.8166412237210015, 'depth': 1.531575832827416, 'in_degree': -2.9660323895287974, 'fork': 2.995472452570036}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,2,41,test,406.0,480.0,391.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.1998393684324613, 'rank_d': -1.8166412237210015, 'depth': 1.531575832827416, 'in_degree': -2.9660323895287974, 'fork': 2.995472452570036}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,2,42,test,402.0,500.0,436.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.1998393684324613, 'rank_d': -1.8166412237210015, 'depth': 1.531575832827416, 'in_degree': -2.9660323895287974, 'fork': 2.995472452570036}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,2,43,test,432.0,476.0,428.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.1998393684324613, 'rank_d': -1.8166412237210015, 'depth': 1.531575832827416, 'in_degree': -2.9660323895287974, 'fork': 2.995472452570036}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,2,44,test,384.0,472.0,352.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.1998393684324613, 'rank_d': -1.8166412237210015, 'depth': 1.531575832827416, 'in_degree': -2.9660323895287974, 'fork': 2.995472452570036}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,2,45,test,393.0,481.0,415.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.1998393684324613, 'rank_d': -1.8166412237210015, 'depth': 1.531575832827416, 'in_degree': -2.9660323895287974, 'fork': 2.995472452570036}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,2,46,test,405.0,529.0,433.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.1998393684324613, 'rank_d': -1.8166412237210015, 'depth': 1.531575832827416, 'in_degree': -2.9660323895287974, 'fork': 2.995472452570036}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,2,47,test,424.0,525.0,447.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.1998393684324613, 'rank_d': -1.8166412237210015, 'depth': 1.531575832827416, 'in_degree': -2.9660323895287974, 'fork': 2.995472452570036}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,2,48,test,368.0,424.0,383.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.1998393684324613, 'rank_d': -1.8166412237210015, 'depth': 1.531575832827416, 'in_degree': -2.9660323895287974, 'fork': 2.995472452570036}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,2,49,test,398.0,468.0,393.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.1998393684324613, 'rank_d': -1.8166412237210015, 'depth': 1.531575832827416, 'in_degree': -2.9660323895287974, 'fork': 2.995472452570036}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,4,40,test,199.0,228.0,199.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.452338789637933, 'depth': -1.7594025244918392, 'in_degree': -2.139597290337051, 'fork': 2.979085060337294, 'comm_weight': 0.08773977409371297}","rank_u,in_degree,depth,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},50,4,41,test,233.0,298.0,222.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.452338789637933, 'depth': -1.7594025244918392, 'in_degree': -2.139597290337051, 'fork': 2.979085060337294, 'comm_weight': 0.08773977409371297}","rank_u,in_degree,depth,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},50,4,42,test,227.0,265.0,223.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.452338789637933, 'depth': -1.7594025244918392, 'in_degree': -2.139597290337051, 'fork': 2.979085060337294, 'comm_weight': 0.08773977409371297}","rank_u,in_degree,depth,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},50,4,43,test,287.0,310.0,280.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.452338789637933, 'depth': -1.7594025244918392, 'in_degree': -2.139597290337051, 'fork': 2.979085060337294, 'comm_weight': 0.08773977409371297}","rank_u,in_degree,depth,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},50,4,44,test,201.0,274.0,216.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.452338789637933, 'depth': -1.7594025244918392, 'in_degree': -2.139597290337051, 'fork': 2.979085060337294, 'comm_weight': 0.08773977409371297}","rank_u,in_degree,depth,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},50,4,45,test,266.0,299.0,266.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.452338789637933, 'depth': -1.7594025244918392, 'in_degree': -2.139597290337051, 'fork': 2.979085060337294, 'comm_weight': 0.08773977409371297}","rank_u,in_degree,depth,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},50,4,46,test,220.0,292.0,224.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.452338789637933, 'depth': -1.7594025244918392, 'in_degree': -2.139597290337051, 'fork': 2.979085060337294, 'comm_weight': 0.08773977409371297}","rank_u,in_degree,depth,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},50,4,47,test,254.0,272.0,254.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.452338789637933, 'depth': -1.7594025244918392, 'in_degree': -2.139597290337051, 'fork': 2.979085060337294, 'comm_weight': 0.08773977409371297}","rank_u,in_degree,depth,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},50,4,48,test,199.0,242.0,204.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.452338789637933, 'depth': -1.7594025244918392, 'in_degree': -2.139597290337051, 'fork': 2.979085060337294, 'comm_weight': 0.08773977409371297}","rank_u,in_degree,depth,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},50,4,49,test,235.0,272.0,235.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.452338789637933, 'depth': -1.7594025244918392, 'in_degree': -2.139597290337051, 'fork': 2.979085060337294, 'comm_weight': 0.08773977409371297}","rank_u,in_degree,depth,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},50,8,40,test,150.0,151.0,150.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.750629805367021, 'rank_d': 0.18189534586624923, 'depth': -2.7587876478787554, 'in_degree': -2.3300077643873207, 'fork': 2.529276790864155}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,8,41,test,199.0,213.0,199.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.750629805367021, 'rank_d': 0.18189534586624923, 'depth': -2.7587876478787554, 'in_degree': -2.3300077643873207, 'fork': 2.529276790864155}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,8,42,test,160.0,172.0,160.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.750629805367021, 'rank_d': 0.18189534586624923, 'depth': -2.7587876478787554, 'in_degree': -2.3300077643873207, 'fork': 2.529276790864155}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,8,43,test,214.0,214.0,214.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.750629805367021, 'rank_d': 0.18189534586624923, 'depth': -2.7587876478787554, 'in_degree': -2.3300077643873207, 'fork': 2.529276790864155}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,8,44,test,151.0,145.0,151.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.750629805367021, 'rank_d': 0.18189534586624923, 'depth': -2.7587876478787554, 'in_degree': -2.3300077643873207, 'fork': 2.529276790864155}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,8,45,test,213.0,215.0,213.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.750629805367021, 'rank_d': 0.18189534586624923, 'depth': -2.7587876478787554, 'in_degree': -2.3300077643873207, 'fork': 2.529276790864155}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,8,46,test,164.0,171.0,164.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.750629805367021, 'rank_d': 0.18189534586624923, 'depth': -2.7587876478787554, 'in_degree': -2.3300077643873207, 'fork': 2.529276790864155}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,8,47,test,235.0,235.0,235.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.750629805367021, 'rank_d': 0.18189534586624923, 'depth': -2.7587876478787554, 'in_degree': -2.3300077643873207, 'fork': 2.529276790864155}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,8,48,test,140.0,164.0,134.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.750629805367021, 'rank_d': 0.18189534586624923, 'depth': -2.7587876478787554, 'in_degree': -2.3300077643873207, 'fork': 2.529276790864155}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},50,8,49,test,217.0,220.0,217.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 2.750629805367021, 'rank_d': 0.18189534586624923, 'depth': -2.7587876478787554, 'in_degree': -2.3300077643873207, 'fork': 2.529276790864155}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},100,2,40,test,793.0,997.0,782.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.4611509377217016, 'depth': -1.8630826821907003, 'in_degree': -0.5855588366776114, 'fork': 0.7801500259699583, 'comm_weight': -0.03337882698918587}","rank_u,depth,in_degree,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},100,2,41,test,797.0,984.0,773.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.4611509377217016, 'depth': -1.8630826821907003, 'in_degree': -0.5855588366776114, 'fork': 0.7801500259699583, 'comm_weight': -0.03337882698918587}","rank_u,depth,in_degree,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},100,2,42,test,827.0,1071.0,817.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.4611509377217016, 'depth': -1.8630826821907003, 'in_degree': -0.5855588366776114, 'fork': 0.7801500259699583, 'comm_weight': -0.03337882698918587}","rank_u,depth,in_degree,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},100,2,43,test,803.0,1074.0,816.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.4611509377217016, 'depth': -1.8630826821907003, 'in_degree': -0.5855588366776114, 'fork': 0.7801500259699583, 'comm_weight': -0.03337882698918587}","rank_u,depth,in_degree,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},100,2,44,test,836.0,1100.0,817.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.4611509377217016, 'depth': -1.8630826821907003, 'in_degree': -0.5855588366776114, 'fork': 0.7801500259699583, 'comm_weight': -0.03337882698918587}","rank_u,depth,in_degree,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},100,2,45,test,819.0,979.0,797.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.4611509377217016, 'depth': -1.8630826821907003, 'in_degree': -0.5855588366776114, 'fork': 0.7801500259699583, 'comm_weight': -0.03337882698918587}","rank_u,depth,in_degree,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},100,2,46,test,809.0,954.0,806.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.4611509377217016, 'depth': -1.8630826821907003, 'in_degree': -0.5855588366776114, 'fork': 0.7801500259699583, 'comm_weight': -0.03337882698918587}","rank_u,depth,in_degree,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},100,2,47,test,799.0,1049.0,802.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.4611509377217016, 'depth': -1.8630826821907003, 'in_degree': -0.5855588366776114, 'fork': 0.7801500259699583, 'comm_weight': -0.03337882698918587}","rank_u,depth,in_degree,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},100,2,48,test,808.0,1038.0,792.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.4611509377217016, 'depth': -1.8630826821907003, 'in_degree': -0.5855588366776114, 'fork': 0.7801500259699583, 'comm_weight': -0.03337882698918587}","rank_u,depth,in_degree,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},100,2,49,test,794.0,1067.0,764.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 1.4611509377217016, 'depth': -1.8630826821907003, 'in_degree': -0.5855588366776114, 'fork': 0.7801500259699583, 'comm_weight': -0.03337882698918587}","rank_u,depth,in_degree,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},100,4,40,test,460.0,551.0,443.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.6786597308791114, 'rank_d': -0.7948770121574464, 'depth': -1.481150686945804, 'in_degree': -0.011701289090915926, 'fork': 0.4613433938596269}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},100,4,41,test,407.0,520.0,409.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.6786597308791114, 'rank_d': -0.7948770121574464, 'depth': -1.481150686945804, 'in_degree': -0.011701289090915926, 'fork': 0.4613433938596269}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},100,4,42,test,464.0,609.0,445.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.6786597308791114, 'rank_d': -0.7948770121574464, 'depth': -1.481150686945804, 'in_degree': -0.011701289090915926, 'fork': 0.4613433938596269}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},100,4,43,test,454.0,590.0,451.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.6786597308791114, 'rank_d': -0.7948770121574464, 'depth': -1.481150686945804, 'in_degree': -0.011701289090915926, 'fork': 0.4613433938596269}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},100,4,44,test,468.0,621.0,464.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.6786597308791114, 'rank_d': -0.7948770121574464, 'depth': -1.481150686945804, 'in_degree': -0.011701289090915926, 'fork': 0.4613433938596269}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},100,4,45,test,456.0,592.0,469.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.6786597308791114, 'rank_d': -0.7948770121574464, 'depth': -1.481150686945804, 'in_degree': -0.011701289090915926, 'fork': 0.4613433938596269}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},100,4,46,test,478.0,600.0,475.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.6786597308791114, 'rank_d': -0.7948770121574464, 'depth': -1.481150686945804, 'in_degree': -0.011701289090915926, 'fork': 0.4613433938596269}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},100,4,47,test,496.0,579.0,491.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.6786597308791114, 'rank_d': -0.7948770121574464, 'depth': -1.481150686945804, 'in_degree': -0.011701289090915926, 'fork': 0.4613433938596269}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},100,4,48,test,439.0,528.0,403.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.6786597308791114, 'rank_d': -0.7948770121574464, 'depth': -1.481150686945804, 'in_degree': -0.011701289090915926, 'fork': 0.4613433938596269}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},100,4,49,test,461.0,560.0,450.0,"rank_u,rank_d,depth,in_degree,fork","{'rank_u': 1.6786597308791114, 'rank_d': -0.7948770121574464, 'depth': -1.481150686945804, 'in_degree': -0.011701289090915926, 'fork': 0.4613433938596269}","rank_u,rank_d,depth,in_degree,fork"
full_rkhs,random,{'edge_prob': 0.2},100,8,40,test,337.0,344.0,337.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.3603511498812133, 'depth': 1.4823768352975557, 'in_degree': -0.5055801263296628, 'fork': -2.8373720270681533, 'comm_weight': 0.24146123572790334}","rank_u,depth,in_degree,fork,comm_weight"
full_rkhs,random,{'edge_prob': 0.2},100,8,41,test,322.0,346.0,325.0,"rank_u,depth,in_degree,fork,comm_weight","{'rank_u': 2.3603511498812133, 'depth': 1.4823768352975557, 'in_degree': -0.5055801263296628, 'fork': -2.8373720270681533, 'comm_weight': 0.24146123572790334}","rank_u,depth,in_degree,fork,comm_weight"
